Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2000-02-14,13.04,57.52227580372251,14.44,11.04,16.96,41.33,12.56,32.23478494623656,11.56,21.34,20.58,24100.0,4355881.895093063,523000.0,1014713.0,4900.0,351500.0,209200.0,4051979.0322580645,11600.0,14900.0,2800.0
2000-02-15,13.6,57.52227580372251,15.04,11.05,17.25,41.45,12.84,32.23478494623656,11.54,21.18,20.63,32600.0,4355881.895093063,300700.0,373485.0,21200.0,300600.0,54500.0,4051979.0322580645,26100.0,23100.0,7900.0
2000-02-16,13.28,57.52227580372251,15.11,10.82,17.21,41.24,12.66,32.23478494623656,11.49,20.58,19.82,17400.0,4355881.895093063,123900.0,376317.0,77400.0,172100.0,315500.0,4051979.0322580645,154000.0,35000.0,18000.0
2000-02-17,13.26,57.52227580372251,15.09,10.69,17.28,42.16,12.47,32.23478494623656,11.42,20.57,19.25,45700.0,4355881.895093063,88000.0,611807.0,16400.0,231200.0,113700.0,4051979.0322580645,10700.0,15300.0,67000.0
2000-02-18,12.85,57.52227580372251,14.65,10.31,16.91,40.74,12.32,32.23478494623656,11.0,20.0,18.97,90500.0,4355881.895093063,141700.0,881765.0,115300.0,362700.0,191300.0,4051979.0322580645,14900.0,109900.0,7500.0
2000-02-22,13.26,57.52227580372251,14.52,10.4,17.18,40.64,12.52,32.23478494623656,10.96,19.86,19.01,48900.0,4355881.895093063,74600.0,564537.0,46900.0,1233900.0,266600.0,4051979.0322580645,32000.0,35300.0,70700.0
2000-02-23,13.11,57.52227580372251,14.14,10.36,17.05,41.88,12.25,32.23478494623656,10.73,20.17,18.95,56300.0,4355881.895093063,76200.0,392443.0,63100.0,183300.0,103200.0,4051979.0322580645,51900.0,17500.0,343000.0
2000-02-24,12.64,57.52227580372251,13.99,10.15,16.9,42.4,12.0,32.23478494623656,10.37,20.01,18.35,18800.0,4355881.895093063,316000.0,435774.0,19500.0,319900.0,166100.0,4051979.0322580645,104700.0,172800.0,108900.0
2000-02-25,12.44,57.52227580372251,13.71,10.08,16.6,42.0,11.7,32.23478494623656,10.32,19.39,18.42,24900.0,4355881.895093063,662800.0,608114.0,26700.0,937200.0,258800.0,4051979.0322580645,7400.0,21200.0,31300.0
2000-02-28,12.47,57.52227580372251,14.13,10.41,16.65,41.5,11.92,32.23478494623656,10.61,19.74,19.09,199600.0,4355881.895093063,456100.0,1225337.0,463900.0,1508300.0,222000.0,4051979.0322580645,195500.0,103600.0,259700.0
2000-02-29,12.39,57.52227580372251,14.45,10.48,16.83,42.45,11.88,32.23478494623656,10.69,19.96,19.49,29100.0,4355881.895093063,80300.0,435159.0,9100.0,474100.0,131300.0,4051979.0322580645,9100.0,15500.0,17600.0
2000-03-01,12.26,57.52227580372251,14.82,10.62,16.74,42.88,11.77,32.23478494623656,11.16,20.12,19.26,119700.0,4355881.895093063,880600.0,1578634.0,2408000.0,963500.0,295500.0,4051979.0322580645,46100.0,26700.0,345700.0
2000-03-02,11.99,57.52227580372251,15.09,10.56,16.8,43.3,11.8,32.23478494623656,11.45,20.04,19.24,184000.0,4355881.895093063,392700.0,600359.0,421400.0,1097600.0,1447500.0,4051979.0322580645,105600.0,47600.0,208600.0
2000-03-03,12.38,57.52227580372251,14.85,10.66,17.26,44.5,11.73,32.23478494623656,11.55,20.31,19.59,162400.0,4355881.895093063,611700.0,418417.0,41200.0,401600.0,220900.0,4051979.0322580645,45600.0,372700.0,208000.0
2000-03-06,12.09,57.52227580372251,14.76,10.55,17.19,44.43,11.45,32.23478494623656,11.23,19.91,19.13,20900.0,4355881.895093063,279800.0,1878260.0,292100.0,667500.0,315100.0,4051979.0322580645,79200.0,316300.0,600200.0
2000-03-07,11.7,57.52227580372251,15.78,10.23,16.51,43.21,10.84,32.23478494623656,11.1,19.55,18.6,198400.0,4355881.895093063,499500.0,1253281.0,50300.0,1304800.0,224100.0,4051979.0322580645,81900.0,635200.0,6300.0
2000-03-08,11.95,57.52227580372251,15.52,10.11,16.68,43.97,11.17,32.23478494623656,11.17,19.45,18.82,112600.0,4355881.895093063,1089400.0,649229.0,350700.0,1089600.0,309900.0,4051979.0322580645,24900.0,184000.0,172200.0
2000-03-09,11.93,57.52227580372251,15.54,10.17,16.85,45.3,11.47,32.23478494623656,11.26,19.9,19.2,112400.0,4355881.895093063,358400.0,385180.0,30400.0,285900.0,1267300.0,4051979.0322580645,156700.0,15400.0,306400.0
2000-03-10,12.03,57.52227580372251,15.33,10.2,16.9,45.39,11.34,32.23478494623656,11.26,19.74,18.94,27700.0,4355881.895093063,663100.0,183419.0,114200.0,265000.0,1967700.0,4051979.0322580645,22600.0,165300.0,440300.0
2000-03-13,12.21,57.52227580372251,15.11,10.31,16.64,44.73,11.15,32.23478494623656,11.3,19.59,18.79,47000.0,4355881.895093063,350600.0,411646.0,86600.0,2011200.0,1061900.0,4051979.0322580645,186200.0,64200.0,442900.0
2000-03-14,12.0,57.52227580372251,15.3,10.27,16.55,43.71,11.09,32.23478494623656,11.22,19.65,18.82,16400.0,4355881.895093063,360400.0,286208.0,38600.0,464200.0,552800.0,4051979.0322580645,170000.0,36200.0,229300.0
2000-03-15,12.72,57.52227580372251,15.23,10.89,17.21,42.95,11.8,32.23478494623656,11.28,19.75,19.96,444600.0,4355881.895093063,419500.0,1206626.0,121300.0,619300.0,1582200.0,4051979.0322580645,213500.0,42200.0,721800.0
2000-03-16,13.47,57.52227580372251,15.89,11.83,18.14,44.44,12.3,32.23478494623656,11.72,20.77,21.43,233900.0,4355881.895093063,566300.0,2141694.0,281000.0,2726600.0,580200.0,4051979.0322580645,53000.0,168500.0,151400.0
2000-03-17,13.02,57.52227580372251,15.4,11.84,18.12,45.49,12.25,32.23478494623656,11.82,20.79,21.49,65200.0,4355881.895093063,149800.0,1075771.0,34400.0,441000.0,116000.0,4051979.0322580645,62800.0,62000.0,24300.0
2000-03-20,13.18,57.52227580372251,15.16,11.61,18.22,45.3,12.14,32.23478494623656,11.77,21.19,21.28,27500.0,4355881.895093063,237500.0,422233.0,129700.0,395400.0,563400.0,4051979.0322580645,61300.0,8200.0,81100.0
2000-03-21,13.33,57.52227580372251,15.65,12.03,18.61,46.48,12.37,32.23478494623656,11.69,21.32,21.52,44900.0,4355881.895093063,176500.0,932359.0,11100.0,649200.0,32600.0,4051979.0322580645,89700.0,18100.0,157200.0
2000-03-22,12.99,57.52227580372251,15.52,12.14,18.53,47.29,12.27,32.23478494623656,11.42,21.86,21.43,120400.0,4355881.895093063,41900.0,830679.0,69100.0,668500.0,132900.0,4051979.0322580645,48500.0,29900.0,133300.0
2000-03-23,13.39,57.52227580372251,15.51,12.56,18.96,48.19,12.17,32.23478494623656,11.62,21.95,21.49,31700.0,4355881.895093063,41500.0,724567.0,19200.0,484100.0,126400.0,4051979.0322580645,7100.0,24900.0,9000.0
2000-03-24,13.33,57.52227580372251,15.54,12.71,19.07,48.61,11.95,32.23478494623656,11.5,22.14,21.56,12000.0,4355881.895093063,161400.0,660185.0,6200.0,1103100.0,231100.0,4051979.0322580645,24300.0,9200.0,19600.0
2000-03-27,13.27,57.52227580372251,15.59,12.29,18.84,49.0,11.8,32.23478494623656,11.66,21.99,21.5,39900.0,4355881.895093063,219100.0,316613.0,10300.0,783100.0,52200.0,4051979.0322580645,33000.0,14400.0,14000.0
2000-03-28,13.02,57.52227580372251,15.52,12.39,18.79,47.81,11.93,32.23478494623656,11.61,22.01,21.57,114000.0,4355881.895093063,69300.0,371516.0,8900.0,625600.0,71600.0,4051979.0322580645,17600.0,13700.0,20800.0
2000-03-29,13.29,57.52227580372251,16.34,12.29,19.02,46.41,12.22,32.23478494623656,11.82,21.68,22.0,27500.0,4355881.895093063,232800.0,237091.0,5200.0,3331900.0,36200.0,4051979.0322580645,12900.0,6800.0,12300.0
2000-03-30,13.65,57.52227580372251,16.34,12.31,19.15,45.16,12.39,32.23478494623656,11.79,21.37,22.48,103600.0,4355881.895093063,177900.0,511727.0,9300.0,4635800.0,62200.0,4051979.0322580645,33600.0,14000.0,22500.0
2000-03-31,13.64,57.52227580372251,16.25,12.39,19.18,46.01,12.32,32.23478494623656,11.86,21.75,22.25,152600.0,4355881.895093063,627900.0,1533826.0,23400.0,319600.0,439800.0,4051979.0322580645,59400.0,14400.0,374600.0
2000-04-03,14.08,57.52227580372251,16.53,12.99,19.26,44.06,12.89,32.23478494623656,11.93,21.74,22.91,114700.0,4355881.895093063,140700.0,539917.0,39400.0,2645000.0,76600.0,4051979.0322580645,80900.0,11200.0,41000.0
2000-04-04,13.95,57.52227580372251,16.32,12.47,19.04,43.64,13.25,32.23478494623656,12.1,21.5,22.63,185500.0,4355881.895093063,414600.0,1568048.0,220700.0,2211500.0,823600.0,4051979.0322580645,64500.0,7600.0,71000.0
2000-04-05,13.84,57.52227580372251,15.84,12.38,18.97,43.92,13.07,32.23478494623656,12.26,21.35,22.66,32500.0,4355881.895093063,51300.0,346403.0,7600.0,600200.0,38800.0,4051979.0322580645,11000.0,7100.0,12000.0
2000-04-06,13.76,57.52227580372251,16.25,12.51,19.14,44.49,12.83,32.23478494623656,12.34,21.77,22.9,22600.0,4355881.895093063,38000.0,343080.0,23000.0,173000.0,55100.0,4051979.0322580645,129200.0,29000.0,13600.0
2000-04-07,13.54,57.52227580372251,16.0,12.26,19.42,46.01,12.67,32.23478494623656,12.3,21.82,22.9,43700.0,4355881.895093063,255400.0,783408.0,136600.0,233000.0,169700.0,4051979.0322580645,169700.0,6000.0,55700.0
2000-04-10,13.87,57.52227580372251,15.77,12.61,19.45,44.35,12.99,32.23478494623656,12.27,21.68,23.43,42600.0,4355881.895093063,27000.0,179111.0,21100.0,665100.0,55200.0,4051979.0322580645,26600.0,16000.0,15800.0
2000-04-11,14.2,57.52227580372251,16.04,12.77,19.69,43.26,13.21,32.23478494623656,12.59,21.86,23.6,393100.0,4355881.895093063,487900.0,162861.0,313700.0,1479200.0,60900.0,4051979.0322580645,28300.0,10100.0,46100.0
2000-04-12,14.57,57.52227580372251,16.18,12.82,19.34,40.45,13.37,32.23478494623656,12.7,21.47,23.55,240800.0,4355881.895093063,242200.0,1093128.0,157700.0,1338100.0,76500.0,4051979.0322580645,76000.0,13100.0,107000.0
2000-04-13,14.17,57.52227580372251,16.15,12.49,19.39,39.68,13.28,32.23478494623656,12.72,20.92,23.11,613200.0,4355881.895093063,440800.0,790425.0,590800.0,2182100.0,506700.0,4051979.0322580645,25000.0,17500.0,37400.0
2000-04-14,13.39,57.52227580372251,15.8,11.48,18.12,37.61,12.62,32.23478494623656,12.25,19.66,21.28,145200.0,4355881.895093063,1849100.0,1045242.0,19600.0,1908000.0,62900.0,4051979.0322580645,138300.0,9800.0,117600.0
2000-04-17,13.41,57.52227580372251,15.42,11.57,18.56,39.65,12.99,32.23478494623656,12.07,19.83,21.31,52800.0,4355881.895093063,216100.0,498309.0,20200.0,905400.0,139500.0,4051979.0322580645,117800.0,16900.0,140600.0
2000-04-18,13.16,57.52227580372251,15.5,12.03,18.63,41.9,13.07,32.23478494623656,12.1,20.37,21.76,24000.0,4355881.895093063,79600.0,909586.0,10700.0,573200.0,129000.0,4051979.0322580645,47600.0,50900.0,52100.0
2000-04-19,12.99,57.52227580372251,15.84,11.88,18.7,40.53,13.22,32.23478494623656,12.21,20.9,21.93,27500.0,4355881.895093063,377800.0,218626.0,13700.0,355300.0,39500.0,4051979.0322580645,7200.0,7200.0,8400.0
2000-04-20,13.32,57.52227580372251,15.86,12.1,18.86,40.17,13.21,32.23478494623656,12.25,20.99,22.21,139000.0,4355881.895093063,235600.0,175048.0,2900.0,241400.0,14300.0,4051979.0322580645,8000.0,4000.0,14300.0
2000-04-24,13.34,57.52227580372251,16.03,12.39,18.88,38.94,13.58,32.23478494623656,12.59,20.69,22.45,19900.0,4355881.895093063,22000.0,196468.0,8900.0,611100.0,75300.0,4051979.0322580645,16700.0,18000.0,12300.0
2000-04-25,13.36,57.52227580372251,16.06,12.77,19.86,41.19,13.51,32.23478494623656,12.96,21.21,22.85,231900.0,4355881.895093063,430800.0,252724.0,13100.0,357900.0,51400.0,4051979.0322580645,18300.0,3600.0,25600.0
2000-04-26,13.13,57.52227580372251,16.27,12.51,19.57,40.41,13.36,32.23478494623656,12.93,21.43,22.83,29900.0,4355881.895093063,429500.0,938761.0,515300.0,1462000.0,39100.0,4051979.0322580645,23400.0,15500.0,11900.0
2000-04-27,13.08,57.52227580372251,16.49,12.26,19.59,41.67,13.36,32.23478494623656,12.64,21.3,22.35,64400.0,4355881.895093063,27500.0,170247.0,6500.0,481700.0,27900.0,4051979.0322580645,11100.0,5200.0,3300.0
2000-04-28,13.19,57.52227580372251,16.01,12.51,19.45,41.78,12.98,32.23478494623656,12.63,21.5,21.78,31200.0,4355881.895093063,53000.0,436143.0,9600.0,646500.0,56400.0,4051979.0322580645,9700.0,4900.0,4300.0
2000-05-01,13.17,57.52227580372251,16.27,12.23,19.91,42.38,13.14,32.23478494623656,12.63,21.57,22.45,21100.0,4355881.895093063,34700.0,117068.0,2000.0,195800.0,21200.0,4051979.0322580645,27500.0,3500.0,6700.0
2000-05-02,13.57,57.52227580372251,16.5,12.11,19.7,41.59,13.18,32.23478494623656,12.18,21.13,22.29,27200.0,4355881.895093063,148000.0,179480.0,187400.0,682600.0,19000.0,4051979.0322580645,24200.0,3800.0,65300.0
2000-05-03,13.35,57.52227580372251,16.08,11.9,19.04,39.79,13.18,32.23478494623656,12.22,20.55,21.24,89400.0,4355881.895093063,79100.0,425311.0,52900.0,766600.0,309800.0,4051979.0322580645,183600.0,10600.0,167300.0
2000-05-04,13.49,57.52227580372251,16.49,11.72,19.07,39.5,13.18,32.23478494623656,12.2,20.48,20.89,100300.0,4355881.895093063,44000.0,180834.0,29200.0,178600.0,30600.0,4051979.0322580645,28000.0,18600.0,22800.0
2000-05-05,13.48,57.52227580372251,16.67,11.8,19.41,40.59,13.49,32.23478494623656,12.23,20.46,21.15,10300.0,4355881.895093063,35600.0,74476.0,7200.0,300000.0,11600.0,4051979.0322580645,14900.0,4700.0,15100.0
2000-05-08,13.41,57.52227580372251,16.88,12.03,19.4,39.15,13.77,32.23478494623656,12.31,20.5,21.09,276500.0,4355881.895093063,83000.0,49240.0,4000.0,155400.0,277200.0,4051979.0322580645,32300.0,5800.0,54600.0
2000-05-09,13.65,57.52227580372251,16.88,11.99,19.25,38.42,13.83,32.23478494623656,12.27,20.36,21.31,1078200.0,4355881.895093063,122400.0,701424.0,10400.0,1236200.0,975200.0,4051979.0322580645,10300.0,6200.0,17900.0
2000-05-10,13.48,57.52227580372251,16.94,11.68,19.05,36.56,13.74,32.23478494623656,12.5,20.32,21.31,46200.0,4355881.895093063,353700.0,348373.0,2100.0,1019800.0,87000.0,4051979.0322580645,38200.0,9100.0,63000.0
2000-05-11,13.66,57.52227580372251,17.46,12.03,19.53,37.59,13.72,32.23478494623656,12.69,20.3,21.5,32700.0,4355881.895093063,130800.0,293840.0,2200.0,431200.0,28800.0,4051979.0322580645,47900.0,3800.0,18100.0
2000-05-12,13.7,57.52227580372251,17.52,12.16,19.76,38.08,13.54,32.23478494623656,12.49,20.66,21.81,14000.0,4355881.895093063,45100.0,611192.0,4100.0,221500.0,26400.0,4051979.0322580645,12000.0,5100.0,3000.0
2000-05-15,13.94,57.52227580372251,17.89,12.71,20.09,38.79,13.88,32.23478494623656,12.73,21.0,21.88,41500.0,4355881.895093063,1278300.0,493262.0,9700.0,157600.0,188200.0,4051979.0322580645,919300.0,8000.0,26700.0
2000-05-16,13.8,57.52227580372251,17.54,12.63,20.27,39.96,13.81,32.23478494623656,12.68,21.28,22.04,1223000.0,4355881.895093063,930400.0,217272.0,10500.0,408000.0,1201000.0,4051979.0322580645,906400.0,11200.0,7700.0
2000-05-17,13.83,57.52227580372251,17.63,12.42,20.14,39.39,13.86,32.23478494623656,12.48,21.03,21.52,14000.0,4355881.895093063,45600.0,118053.0,4900.0,368600.0,19000.0,4051979.0322580645,6600.0,6600.0,9500.0
2000-05-18,13.72,57.52227580372251,17.6,12.58,20.05,38.39,13.83,32.23478494623656,12.59,21.01,21.95,210200.0,4355881.895093063,889700.0,283992.0,500.0,206800.0,12100.0,4051979.0322580645,12000.0,2200.0,1600.0
2000-05-19,13.76,57.52227580372251,17.64,12.35,19.5,36.89,13.93,32.23478494623656,12.35,20.46,21.39,22200.0,4355881.895093063,71400.0,182311.0,3900.0,777500.0,17800.0,4051979.0322580645,7400.0,5500.0,1900.0
2000-05-22,13.69,57.52227580372251,17.49,12.51,19.16,36.73,13.89,32.23478494623656,12.43,20.22,21.07,51800.0,4355881.895093063,108400.0,179849.0,5500.0,452600.0,41400.0,4051979.0322580645,14800.0,47300.0,8500.0
2000-05-23,13.49,57.52227580372251,17.42,12.59,19.07,34.95,13.81,32.23478494623656,12.2,20.06,20.98,52800.0,4355881.895093063,140300.0,203731.0,800.0,334300.0,17700.0,4051979.0322580645,15100.0,6600.0,20000.0
2000-05-24,13.44,57.52227580372251,17.44,12.75,19.35,36.32,14.11,32.23478494623656,12.41,20.19,20.6,44700.0,4355881.895093063,64800.0,332616.0,3800.0,713600.0,24700.0,4051979.0322580645,14700.0,7800.0,3900.0
2000-05-25,12.95,57.52227580372251,17.12,12.43,19.0,35.73,14.08,32.23478494623656,12.2,20.04,20.41,39700.0,4355881.895093063,331800.0,532777.0,51700.0,606100.0,85400.0,4051979.0322580645,25000.0,112100.0,21000.0
2000-05-26,12.74,57.52227580372251,17.13,12.39,18.9,35.85,14.12,32.23478494623656,12.45,19.88,19.98,28000.0,4355881.895093063,34600.0,644675.0,8900.0,143500.0,35500.0,4051979.0322580645,114600.0,139600.0,40300.0
2000-05-30,12.88,57.52227580372251,17.37,12.64,19.24,38.18,14.04,32.23478494623656,12.54,20.7,20.13,11600.0,4355881.895093063,62400.0,315382.0,157200.0,821100.0,161300.0,4051979.0322580645,28400.0,52200.0,92000.0
2000-05-31,12.77,57.52227580372251,17.89,12.79,19.37,37.44,13.9,32.23478494623656,12.61,20.92,20.61,15400.0,4355881.895093063,114700.0,152029.0,2000.0,252800.0,84900.0,4051979.0322580645,9300.0,41100.0,28000.0
2000-06-01,12.81,57.52227580372251,17.72,13.22,19.53,39.12,13.94,32.23478494623656,12.7,20.79,20.76,14000.0,4355881.895093063,41300.0,581032.0,1500.0,540200.0,96400.0,4051979.0322580645,6800.0,19300.0,1500.0
2000-06-02,13.02,57.52227580372251,17.12,13.76,19.67,40.91,13.46,32.23478494623656,12.66,21.3,21.33,29000.0,4355881.895093063,49600.0,1362348.0,86800.0,858100.0,1366300.0,4051979.0322580645,50800.0,26900.0,23700.0
2000-06-05,12.91,57.52227580372251,16.88,13.45,19.64,41.02,13.44,32.23478494623656,12.36,21.23,21.21,31600.0,4355881.895093063,1123300.0,214194.0,4500.0,391900.0,30800.0,4051979.0322580645,16800.0,8100.0,1200.0
2000-06-06,12.93,57.52227580372251,17.53,13.15,19.5,40.45,13.49,32.23478494623656,12.66,21.06,20.54,8300.0,4355881.895093063,65700.0,292732.0,204700.0,447200.0,32000.0,4051979.0322580645,46200.0,22800.0,5600.0
2000-06-07,12.65,57.52227580372251,17.31,13.34,19.4,41.21,13.63,32.23478494623656,12.7,21.0,20.54,57500.0,4355881.895093063,37900.0,115960.0,20000.0,238300.0,38200.0,4051979.0322580645,32400.0,9400.0,21100.0
2000-06-08,12.63,57.52227580372251,17.4,13.12,19.09,41.02,13.63,32.23478494623656,12.78,20.83,20.33,56000.0,4355881.895093063,74500.0,305534.0,13000.0,277100.0,40100.0,4051979.0322580645,8100.0,9500.0,15800.0
2000-06-09,12.61,57.52227580372251,17.28,12.9,19.17,41.12,13.79,32.23478494623656,12.94,21.14,20.0,72400.0,4355881.895093063,129800.0,279437.0,14900.0,130900.0,85500.0,4051979.0322580645,134300.0,14300.0,67700.0
