Date,Adj Close,Volume
2001-02-16,1301.53,1257200000.0
2001-02-20,1278.94,1112200000.0
2001-02-21,1255.27,1208500000.0
2001-02-22,1252.82,1365900000.0
2001-02-23,1245.86,1231300000.0
2001-02-26,1267.65,1130800000.0
2001-02-27,1257.94,1114100000.0
2001-02-28,1239.94,1225300000.0
2001-03-01,1241.23,1294900000.0
2001-03-02,1234.18,1294000000.0
2001-03-05,1241.41,929200000.0
2001-03-06,1253.8,1091800000.0
2001-03-07,1261.89,1132200000.0
2001-03-08,1264.74,1114100000.0
2001-03-09,1233.42,1085900000.0
2001-03-12,1180.16,1229000000.0
2001-03-13,1197.66,1360900000.0
2001-03-14,1166.71,1397400000.0
2001-03-15,1173.56,1259500000.0
2001-03-16,1150.53,1543560000.0
2001-03-19,1170.81,1126200000.0
2001-03-20,1142.62,1235900000.0
2001-03-21,1122.14,1346300000.0
2001-03-22,1117.58,1723950000.0
2001-03-23,1139.83,1364900000.0
2001-03-26,1152.69,1114000000.0
2001-03-27,1182.17,1314200000.0
2001-03-28,1153.29,1333400000.0
2001-03-29,1147.95,1234500000.0
2001-03-30,1160.33,1280800000.0
2001-04-02,1145.87,1254900000.0
2001-04-03,1106.46,1386100000.0
2001-04-04,1103.25,1425590000.0
2001-04-05,1151.44,1368000000.0
2001-04-06,1128.43,1266800000.0
2001-04-09,1137.59,1062800000.0
2001-04-10,1168.38,1349600000.0
2001-04-11,1165.89,1290300000.0
2001-04-12,1183.5,1102000000.0
2001-04-16,1179.68,913900000.0
2001-04-17,1191.81,1109600000.0
2001-04-18,1238.16,1918900000.0
2001-04-19,1253.69,1486800000.0
2001-04-20,1242.98,1338700000.0
2001-04-23,1224.36,1012600000.0
2001-04-24,1209.47,1216500000.0
2001-04-25,1228.75,1203600000.0
2001-04-26,1234.52,1345200000.0
2001-04-27,1253.05,1091300000.0
2001-04-30,1249.46,1266800000.0
2001-05-01,1266.44,1181300000.0
2001-05-02,1267.43,1342200000.0
2001-05-03,1248.58,1137900000.0
2001-05-04,1266.61,1082100000.0
2001-05-07,1263.51,949000000.0
2001-05-08,1261.2,1006300000.0
2001-05-09,1255.54,1132400000.0
2001-05-10,1255.18,1056700000.0
2001-05-11,1245.67,906200000.0
2001-05-14,1248.92,858200000.0
2001-05-15,1249.44,1071800000.0
2001-05-16,1284.99,1405300000.0
2001-05-17,1288.49,1355600000.0
2001-05-18,1291.96,1130800000.0
2001-05-21,1312.83,1174900000.0
2001-05-22,1309.38,1260400000.0
2001-05-23,1289.05,1134800000.0
2001-05-24,1293.17,1100700000.0
2001-05-25,1277.89,828100000.0
2001-05-29,1267.93,1026000000.0
2001-05-30,1248.08,1158600000.0
2001-05-31,1255.82,1226600000.0
2001-06-01,1260.67,1015000000.0
2001-06-04,1267.11,836500000.0
2001-06-05,1283.57,1116800000.0
2001-06-06,1270.03,1061900000.0
2001-06-07,1276.96,1089600000.0
2001-06-08,1264.96,726200000.0
2001-06-11,1254.39,870100000.0
2001-06-12,1255.85,1136500000.0
2001-06-13,1241.6,1063600000.0
2001-06-14,1219.87,1242900000.0
2001-06-15,1214.36,1635550000.0
2001-06-18,1208.43,1111600000.0
2001-06-19,1212.58,1184900000.0
2001-06-20,1223.14,1350100000.0
2001-06-21,1237.04,1546820000.0
2001-06-22,1225.35,1189200000.0
2001-06-25,1218.6,1050100000.0
2001-06-26,1216.76,1198900000.0
2001-06-27,1211.07,1162100000.0
2001-06-28,1226.2,1327300000.0
2001-06-29,1224.38,1832360000.0
2001-07-02,1236.72,1128300000.0
2001-07-03,1234.45,622110000.0
2001-07-05,1219.24,934900000.0
2001-07-06,1190.59,1056700000.0
2001-07-09,1198.78,1045700000.0
2001-07-10,1181.52,1263800000.0
2001-07-11,1180.18,1384100000.0
2001-07-12,1208.14,1394000000.0
2001-07-13,1215.68,1121700000.0
2001-07-16,1202.45,1039800000.0
2001-07-17,1214.44,1238100000.0
2001-07-18,1207.71,1316300000.0
2001-07-19,1215.02,1343500000.0
2001-07-20,1210.85,1170900000.0
2001-07-23,1191.03,986900000.0
2001-07-24,1171.65,1198700000.0
2001-07-25,1190.49,1280700000.0
2001-07-26,1202.93,1213900000.0
2001-07-27,1205.82,1015300000.0
2001-07-30,1204.52,909100000.0
2001-07-31,1211.23,1129200000.0
2001-08-01,1215.93,1340300000.0
2001-08-02,1220.75,1218300000.0
2001-08-03,1214.35,939900000.0
2001-08-06,1200.48,811700000.0
2001-08-07,1204.4,1012000000.0
2001-08-08,1183.53,1124600000.0
2001-08-09,1183.43,1104200000.0
2001-08-10,1190.16,960900000.0
2001-08-13,1191.29,837600000.0
2001-08-14,1186.73,964600000.0
2001-08-15,1178.02,1065600000.0
2001-08-16,1181.66,1055400000.0
2001-08-17,1161.97,974300000.0
2001-08-20,1171.41,897100000.0
2001-08-21,1157.26,1041600000.0
2001-08-22,1165.31,1110800000.0
2001-08-23,1162.09,986200000.0
2001-08-24,1184.93,1043600000.0
2001-08-27,1179.21,842600000.0
2001-08-28,1161.51,987100000.0
2001-08-29,1148.56,963700000.0
2001-08-30,1129.03,1157000000.0
2001-08-31,1133.58,920100000.0
2001-09-04,1132.94,1178300000.0
2001-09-05,1131.74,1384500000.0
2001-09-06,1106.4,1359700000.0
2001-09-07,1085.78,1424300000.0
2001-09-10,1092.54,1276600000.0
2001-09-17,1038.77,2330830000.0
2001-09-18,1032.74,1650410000.0
2001-09-19,1016.1,2120550000.0
2001-09-20,984.54,2004800000.0
2001-09-21,965.8,2317300000.0
2001-09-24,1003.45,1746600000.0
2001-09-25,1012.27,1613800000.0
2001-09-26,1007.04,1519100000.0
2001-09-27,1018.61,1467000000.0
2001-09-28,1040.94,1631500000.0
2001-10-01,1038.55,1175600000.0
2001-10-02,1051.33,1289800000.0
2001-10-03,1072.28,1650600000.0
2001-10-04,1069.63,1609100000.0
2001-10-05,1071.38,1301700000.0
2001-10-08,1062.44,979000000.0
2001-10-09,1056.75,1227800000.0
2001-10-10,1080.99,1312400000.0
2001-10-11,1097.43,1704580000.0
2001-10-12,1091.65,1331400000.0
2001-10-15,1089.98,1024700000.0
2001-10-16,1097.54,1210500000.0
2001-10-17,1077.09,1452200000.0
2001-10-18,1068.61,1262900000.0
2001-10-19,1073.48,1294900000.0
2001-10-22,1089.9,1105700000.0
2001-10-23,1084.78,1317300000.0
2001-10-24,1085.2,1336200000.0
2001-10-25,1100.09,1364400000.0
2001-10-26,1104.61,1244500000.0
2001-10-29,1078.3,1106100000.0
2001-10-30,1059.79,1297400000.0
2001-10-31,1059.78,1352500000.0
2001-11-01,1084.1,1317400000.0
2001-11-02,1087.2,1121900000.0
2001-11-05,1102.84,1267700000.0
2001-11-06,1118.86,1356000000.0
2001-11-07,1115.8,1411300000.0
2001-11-08,1118.54,1517500000.0
2001-11-09,1120.31,1093800000.0
2001-11-12,1118.33,991600000.0
2001-11-13,1139.09,1370100000.0
2001-11-14,1141.21,1443400000.0
2001-11-15,1142.24,1454500000.0
2001-11-16,1138.65,1337400000.0
2001-11-19,1151.06,1316800000.0
2001-11-20,1142.66,1330200000.0
2001-11-21,1137.03,1029300000.0
2001-11-23,1150.34,410300000.0
2001-11-26,1157.42,1129800000.0
2001-11-27,1149.5,1288000000.0
2001-11-28,1128.52,1423700000.0
2001-11-29,1140.2,1375700000.0
2001-11-30,1139.45,1343600000.0
2001-12-03,1129.9,1202900000.0
2001-12-04,1144.8,1318500000.0
2001-12-05,1170.35,1765300000.0
2001-12-06,1167.1,1487900000.0
2001-12-07,1158.31,1248200000.0
2001-12-10,1139.93,1218700000.0
2001-12-11,1136.76,1367200000.0
2001-12-12,1137.07,1449700000.0
2001-12-13,1119.38,1511500000.0
2001-12-14,1123.09,1306800000.0
2001-12-17,1134.36,1260400000.0
2001-12-18,1142.92,1354000000.0
2001-12-19,1149.56,1484900000.0
2001-12-20,1139.93,1490500000.0
2001-12-21,1144.89,1694000000.0
2001-12-24,1144.65,439670000.0
2001-12-26,1149.37,791100000.0
2001-12-27,1157.13,876300000.0
2001-12-28,1161.02,917400000.0
2001-12-31,1148.08,943600000.0
2002-01-02,1154.67,1171000000.0
2002-01-03,1165.27,1398900000.0
2002-01-04,1172.51,1513000000.0
2002-01-07,1164.89,1308300000.0
2002-01-08,1160.71,1258800000.0
2002-01-09,1155.14,1452000000.0
2002-01-10,1156.55,1299000000.0
2002-01-11,1145.6,1211900000.0
2002-01-14,1138.41,1286400000.0
2002-01-15,1146.19,1386900000.0
2002-01-16,1127.57,1482500000.0
2002-01-17,1138.88,1380100000.0
2002-01-18,1127.58,1333300000.0
2002-01-22,1119.31,1311600000.0
2002-01-23,1128.18,1479200000.0
2002-01-24,1132.15,1552800000.0
2002-01-25,1133.28,1345100000.0
2002-01-28,1133.06,1186800000.0
2002-01-29,1100.64,1812000000.0
2002-01-30,1113.57,2019600000.0
2002-01-31,1130.2,1557000000.0
2002-02-01,1122.2,1367200000.0
2002-02-04,1094.44,1437600000.0
2002-02-05,1090.02,1778300000.0
2002-02-06,1083.51,1665800000.0
2002-02-07,1080.17,1441600000.0
2002-02-08,1096.22,1371900000.0
2002-02-11,1111.94,1159400000.0
2002-02-12,1107.5,1094200000.0
2002-02-13,1118.51,1215900000.0
2002-02-14,1116.48,1272500000.0
2002-02-15,1104.18,1359200000.0
2002-02-19,1083.34,1189900000.0
2002-02-20,1097.98,1438900000.0
2002-02-21,1080.95,1381600000.0
2002-02-22,1089.84,1411000000.0
2002-02-25,1109.43,1367400000.0
2002-02-26,1109.38,1309200000.0
2002-02-27,1109.89,1393800000.0
2002-02-28,1106.73,1392200000.0
2002-03-01,1131.78,1456500000.0
2002-03-04,1153.84,1594300000.0
2002-03-05,1146.14,1549300000.0
2002-03-06,1162.77,1541300000.0
2002-03-07,1157.54,1517400000.0
2002-03-08,1164.31,1412000000.0
2002-03-11,1168.26,1210200000.0
2002-03-12,1165.58,1304400000.0
2002-03-13,1154.09,1354000000.0
2002-03-14,1153.04,1208800000.0
2002-03-15,1166.16,1493900000.0
2002-03-18,1165.55,1169500000.0
2002-03-19,1170.29,1255000000.0
2002-03-20,1151.85,1304900000.0
2002-03-21,1153.59,1339200000.0
2002-03-22,1148.7,1243300000.0
2002-03-25,1131.87,1057900000.0
2002-03-26,1138.49,1223600000.0
2002-03-27,1144.58,1180100000.0
2002-03-28,1147.39,1147600000.0
2002-04-01,1146.54,1050900000.0
2002-04-02,1136.76,1176700000.0
2002-04-03,1125.4,1219700000.0
2002-04-04,1126.34,1283800000.0
2002-04-05,1122.73,1110200000.0
2002-04-08,1125.29,1095300000.0
2002-04-09,1117.8,1235400000.0
2002-04-10,1130.47,1447900000.0
2002-04-11,1103.69,1505600000.0
2002-04-12,1111.01,1282100000.0
2002-04-15,1102.55,1120400000.0
2002-04-16,1128.37,1341300000.0
2002-04-17,1126.07,1376900000.0
2002-04-18,1124.47,1359300000.0
2002-04-19,1125.17,1185000000.0
2002-04-22,1107.83,1181800000.0
2002-04-23,1100.96,1388500000.0
2002-04-24,1093.14,1373200000.0
2002-04-25,1091.48,1517400000.0
2002-04-26,1076.32,1374200000.0
2002-04-29,1065.45,1314700000.0
2002-04-30,1076.92,1628600000.0
2002-05-01,1086.46,1451400000.0
2002-05-02,1084.56,1364000000.0
2002-05-03,1073.43,1284500000.0
2002-05-06,1052.67,1122600000.0
2002-05-07,1049.49,1354700000.0
2002-05-08,1088.85,1502000000.0
2002-05-09,1073.01,1153000000.0
2002-05-10,1054.99,1171900000.0
2002-05-13,1074.56,1088600000.0
2002-05-14,1097.28,1414500000.0
2002-05-15,1091.07,1420200000.0
2002-05-16,1098.23,1256600000.0
2002-05-17,1106.59,1274400000.0
2002-05-20,1091.88,989800000.0
2002-05-21,1079.88,1200500000.0
2002-05-22,1086.02,1136300000.0
2002-05-23,1097.08,1192900000.0
2002-05-24,1083.82,885400000.0
2002-05-28,1074.55,996500000.0
2002-05-29,1067.66,1081800000.0
2002-05-30,1064.66,1286600000.0
2002-05-31,1067.14,1277300000.0
2002-06-03,1040.68,1324300000.0
2002-06-04,1040.69,1466600000.0
2002-06-05,1049.9,1300100000.0
2002-06-06,1029.15,1601500000.0
2002-06-07,1027.53,1341300000.0
2002-06-10,1030.74,1226200000.0
2002-06-11,1013.6,1212400000.0
2002-06-12,1020.26,1795720000.0
2002-06-13,1009.56,1405500000.0
2002-06-14,1007.27,1549000000.0
2002-06-17,1036.17,1236600000.0
2002-06-18,1037.14,1193100000.0
2002-06-19,1019.99,1336100000.0
2002-06-20,1006.29,1389700000.0
2002-06-21,989.14,1497200000.0
2002-06-24,992.72,1552600000.0
2002-06-25,976.14,1513700000.0
2002-06-26,973.53,2014290000.0
2002-06-27,990.64,1908600000.0
2002-06-28,989.82,2117000000.0
2002-07-01,968.65,1425500000.0
2002-07-02,948.09,1823000000.0
2002-07-03,953.99,1527800000.0
2002-07-05,989.03,699400000.0
2002-07-08,976.98,1184400000.0
2002-07-09,952.83,1348900000.0
2002-07-10,920.47,1816900000.0
2002-07-11,927.37,2080480000.0
2002-07-12,921.39,1607400000.0
2002-07-15,917.93,2574800000.0
2002-07-16,900.94,1843700000.0
2002-07-17,906.04,2566500000.0
2002-07-18,881.56,1736300000.0
2002-07-19,847.75,2654100000.0
2002-07-22,819.85,2248060000.0
2002-07-23,797.7,2441020000.0
2002-07-24,843.43,2775560000.0
2002-07-25,838.68,2424700000.0
2002-07-26,852.84,1796100000.0
2002-07-29,898.96,1778650000.0
2002-07-30,902.78,1826090000.0
2002-07-31,911.62,2049360000.0
2002-08-01,884.66,1672200000.0
2002-08-02,864.24,1538100000.0
2002-08-05,834.6,1425500000.0
2002-08-06,859.57,1514100000.0
2002-08-07,876.77,1490400000.0
2002-08-08,905.46,1646700000.0
2002-08-09,908.64,1294900000.0
2002-08-12,903.8,1036500000.0
2002-08-13,884.21,1297700000.0
2002-08-14,919.62,1533800000.0
2002-08-15,930.25,1505100000.0
2002-08-16,928.77,1265300000.0
2002-08-19,950.7,1299800000.0
2002-08-20,937.43,1308500000.0
2002-08-21,949.36,1353100000.0
2002-08-22,962.7,1373000000.0
2002-08-23,940.86,1071500000.0
2002-08-26,947.95,1016900000.0
2002-08-27,934.82,1307700000.0
2002-08-28,917.87,1146600000.0
2002-08-29,917.8,1271100000.0
2002-08-30,916.07,929900000.0
2002-09-03,878.02,1289800000.0
2002-09-04,893.4,1372100000.0
2002-09-05,879.15,1401300000.0
2002-09-06,893.92,1184500000.0
2002-09-09,902.96,1130600000.0
2002-09-10,909.58,1186400000.0
2002-09-11,909.45,846600000.0
2002-09-12,886.91,1191600000.0
2002-09-13,889.81,1271000000.0
2002-09-16,891.1,1001400000.0
2002-09-17,873.52,1448600000.0
2002-09-18,869.46,1501000000.0
2002-09-19,843.32,1524000000.0
2002-09-20,845.39,1792800000.0
2002-09-23,833.7,1381100000.0
2002-09-24,819.29,1670240000.0
2002-09-25,839.66,1651500000.0
2002-09-26,854.95,1650000000.0
2002-09-27,827.37,1507300000.0
2002-09-30,815.28,1721870000.0
2002-10-01,847.91,1780900000.0
2002-10-02,827.91,1668900000.0
2002-10-03,818.95,1674500000.0
2002-10-04,800.58,1835930000.0
2002-10-07,785.28,1576500000.0
2002-10-08,798.55,1938430000.0
2002-10-09,776.76,1885030000.0
2002-10-10,803.92,2090230000.0
2002-10-11,835.32,1854130000.0
2002-10-14,841.44,1200300000.0
2002-10-15,881.27,1956000000.0
2002-10-16,860.02,1585000000.0
2002-10-17,879.2,1780390000.0
2002-10-18,884.39,1423100000.0
2002-10-21,899.72,1447000000.0
2002-10-22,890.16,1549200000.0
2002-10-23,896.14,1593900000.0
2002-10-24,882.5,1700570000.0
2002-10-25,897.65,1340400000.0
2002-10-28,890.23,1382600000.0
2002-10-29,882.15,1529700000.0
2002-10-30,890.71,1422300000.0
2002-10-31,885.76,1641300000.0
2002-11-01,900.96,1450400000.0
2002-11-04,908.35,1645900000.0
2002-11-05,915.39,1354100000.0
2002-11-06,923.76,1674000000.0
2002-11-07,902.65,1466900000.0
2002-11-08,894.74,1446500000.0
2002-11-11,876.19,1113000000.0
2002-11-12,882.95,1377100000.0
2002-11-13,882.53,1463400000.0
2002-11-14,904.27,1519000000.0
2002-11-15,909.83,1400100000.0
2002-11-18,900.36,1282600000.0
2002-11-19,896.74,1337400000.0
2002-11-20,914.15,1517300000.0
2002-11-21,933.76,2415100000.0
2002-11-22,930.55,1626800000.0
2002-11-25,932.87,1574000000.0
2002-11-26,913.31,1543600000.0
2002-11-27,938.87,1350300000.0
2002-11-29,936.31,643460000.0
2002-12-02,934.53,1612000000.0
2002-12-03,920.75,1488400000.0
2002-12-04,917.58,1588900000.0
2002-12-05,906.55,1250200000.0
2002-12-06,912.23,1241100000.0
2002-12-09,892.0,1320800000.0
2002-12-10,904.45,1286600000.0
2002-12-11,904.96,1285100000.0
2002-12-12,901.58,1255300000.0
2002-12-13,889.48,1330800000.0
2002-12-16,910.4,1271600000.0
2002-12-17,902.99,1251800000.0
2002-12-18,891.12,1446200000.0
2002-12-19,884.25,1385900000.0
2002-12-20,895.76,1782730000.0
2002-12-23,897.38,1112100000.0
2002-12-24,892.47,458310000.0
2002-12-26,889.66,721100000.0
2002-12-27,875.4,758400000.0
