Date,Adj Close,Volume
2000-01-03,1455.22,931800000.0
2000-01-04,1399.42,1009000000.0
2000-01-05,1402.11,1085500000.0
2000-01-06,1403.45,1092300000.0
2000-01-07,1441.47,1225200000.0
2000-01-10,1457.6,1064800000.0
2000-01-11,1438.56,1014000000.0
2000-01-12,1432.25,974600000.0
2000-01-13,1449.68,1030400000.0
2000-01-14,1465.15,1085900000.0
2000-01-18,1455.14,1056700000.0
2000-01-19,1455.9,1087800000.0
2000-01-20,1445.57,1100700000.0
2000-01-21,1441.36,1209800000.0
2000-01-24,1401.53,1115800000.0
2000-01-25,1410.03,1073700000.0
2000-01-26,1404.09,1117300000.0
2000-01-27,1398.56,1129500000.0
2000-01-28,1360.16,1095800000.0
2000-01-31,1394.46,993800000.0
2000-02-01,1409.28,981000000.0
2000-02-02,1409.12,1038600000.0
2000-02-03,1424.97,1146500000.0
2000-02-04,1424.37,1045100000.0
2000-02-07,1424.24,918100000.0
2000-02-08,1441.72,1047700000.0
2000-02-09,1411.71,1050500000.0
2000-02-10,1416.83,1058800000.0
2000-02-11,1387.12,1025700000.0
2000-02-14,1389.94,927300000.0
2000-02-15,1402.05,1092100000.0
2000-02-16,1387.67,1018800000.0
2000-02-17,1388.26,1034800000.0
2000-02-18,1346.09,1042300000.0
2000-02-22,1352.17,980000000.0
2000-02-23,1360.69,993700000.0
2000-02-24,1353.43,1215000000.0
2000-02-25,1333.36,1065200000.0
2000-02-28,1348.05,1026500000.0
2000-02-29,1366.42,1204300000.0
2000-03-01,1379.19,1274100000.0
2000-03-02,1381.76,1198600000.0
2000-03-03,1409.17,1150300000.0
2000-03-06,1391.28,1029000000.0
2000-03-07,1355.62,1314100000.0
2000-03-08,1366.7,1203000000.0
2000-03-09,1401.69,1123000000.0
2000-03-10,1395.07,1138800000.0
2000-03-13,1383.62,1016100000.0
2000-03-14,1359.15,1094000000.0
2000-03-15,1392.14,1302800000.0
2000-03-16,1458.47,1482300000.0
2000-03-17,1464.47,1295100000.0
2000-03-20,1456.63,920800000.0
2000-03-21,1493.87,1065900000.0
2000-03-22,1500.64,1075000000.0
2000-03-23,1527.35,1078300000.0
2000-03-24,1527.46,1052200000.0
2000-03-27,1523.86,901000000.0
2000-03-28,1507.73,959100000.0
2000-03-29,1508.52,1061900000.0
2000-03-30,1487.92,1193400000.0
2000-03-31,1498.58,1227400000.0
2000-04-03,1505.97,1021700000.0
2000-04-04,1494.73,1515460000.0
2000-04-05,1487.37,1110300000.0
2000-04-06,1501.34,1008000000.0
2000-04-07,1516.35,891600000.0
2000-04-10,1504.46,853700000.0
2000-04-11,1500.59,971400000.0
2000-04-12,1467.17,1175900000.0
2000-04-13,1440.51,1032000000.0
2000-04-14,1356.56,1279700000.0
2000-04-17,1401.44,1204700000.0
2000-04-18,1441.61,1109400000.0
2000-04-19,1427.47,1001400000.0
2000-04-20,1434.54,896200000.0
2000-04-24,1429.86,868700000.0
2000-04-25,1477.44,1071100000.0
2000-04-26,1460.99,999600000.0
2000-04-27,1464.92,1111000000.0
2000-04-28,1452.43,984600000.0
2000-05-01,1468.25,966300000.0
2000-05-02,1446.29,1011500000.0
2000-05-03,1415.1,991600000.0
2000-05-04,1409.57,925800000.0
2000-05-05,1432.63,805500000.0
2000-05-08,1424.17,787600000.0
2000-05-09,1412.14,896600000.0
2000-05-10,1383.05,1006400000.0
2000-05-11,1407.81,953600000.0
2000-05-12,1420.96,858200000.0
2000-05-15,1452.36,854600000.0
2000-05-16,1466.04,955500000.0
2000-05-17,1447.8,820500000.0
2000-05-18,1437.21,807900000.0
2000-05-19,1406.95,853700000.0
2000-05-22,1400.72,869000000.0
2000-05-23,1373.86,869900000.0
2000-05-24,1399.05,1152300000.0
2000-05-25,1381.52,984500000.0
2000-05-26,1378.02,722600000.0
2000-05-30,1422.45,844200000.0
2000-05-31,1420.6,960500000.0
2000-06-01,1448.81,960100000.0
2000-06-02,1477.26,1162400000.0
2000-06-05,1467.63,838600000.0
2000-06-06,1457.84,950100000.0
2000-06-07,1471.36,854600000.0
2000-06-08,1461.67,854300000.0
2000-06-09,1456.95,786000000.0
2000-06-12,1446.0,774100000.0
2000-06-13,1469.44,935900000.0
2000-06-14,1470.54,929700000.0
2000-06-15,1478.73,1011400000.0
2000-06-16,1464.46,1250800000.0
2000-06-19,1486.0,921700000.0
2000-06-20,1475.95,1031500000.0
2000-06-21,1479.13,1009600000.0
2000-06-22,1452.18,1022700000.0
2000-06-23,1441.48,847600000.0
2000-06-26,1455.31,889000000.0
2000-06-27,1450.55,1042500000.0
2000-06-28,1454.82,1095100000.0
2000-06-29,1442.39,1110900000.0
2000-06-30,1454.6,1459700000.0
2000-07-03,1469.54,451900000.0
2000-07-05,1446.23,1019300000.0
2000-07-06,1456.67,947300000.0
2000-07-07,1478.9,931700000.0
2000-07-10,1475.62,838700000.0
2000-07-11,1480.88,980500000.0
2000-07-12,1492.92,1001200000.0
2000-07-13,1495.84,1026800000.0
2000-07-14,1509.98,960600000.0
2000-07-17,1510.49,906000000.0
2000-07-18,1493.74,908300000.0
2000-07-19,1481.96,909400000.0
2000-07-20,1495.57,1064600000.0
2000-07-21,1480.19,968300000.0
2000-07-24,1464.29,880300000.0
2000-07-25,1474.47,969400000.0
2000-07-26,1452.42,1235800000.0
2000-07-27,1449.62,1156400000.0
2000-07-28,1419.89,980000000.0
2000-07-31,1430.83,952600000.0
2000-08-01,1438.1,938700000.0
2000-08-02,1438.7,994500000.0
2000-08-03,1452.56,1095600000.0
2000-08-04,1462.93,956000000.0
2000-08-07,1479.32,854800000.0
2000-08-08,1482.8,992200000.0
2000-08-09,1472.87,1054000000.0
2000-08-10,1460.25,940800000.0
2000-08-11,1471.84,835500000.0
2000-08-14,1491.56,783800000.0
2000-08-15,1484.43,895900000.0
2000-08-16,1479.85,929800000.0
2000-08-17,1496.07,922400000.0
2000-08-18,1491.72,821400000.0
2000-08-21,1499.48,731600000.0
2000-08-22,1498.13,818800000.0
2000-08-23,1505.97,871000000.0
2000-08-24,1508.31,837100000.0
2000-08-25,1506.45,685600000.0
2000-08-28,1514.09,733600000.0
2000-08-29,1509.84,795600000.0
2000-08-30,1502.59,818400000.0
2000-08-31,1517.68,1056600000.0
2000-09-01,1520.77,767700000.0
2000-09-05,1507.08,838500000.0
2000-09-06,1492.25,995100000.0
2000-09-07,1502.51,985500000.0
2000-09-08,1494.5,961000000.0
2000-09-11,1489.26,899300000.0
2000-09-12,1481.99,991200000.0
2000-09-13,1484.91,1068300000.0
2000-09-14,1480.87,1014000000.0
2000-09-15,1465.81,1268400000.0
2000-09-18,1444.51,962500000.0
2000-09-19,1459.9,1024900000.0
2000-09-20,1451.34,1104000000.0
2000-09-21,1449.05,1105400000.0
2000-09-22,1448.72,1185500000.0
2000-09-25,1439.03,982400000.0
2000-09-26,1427.21,1106600000.0
2000-09-27,1426.57,1174700000.0
2000-09-28,1458.29,1206200000.0
2000-09-29,1436.51,1197100000.0
2000-10-02,1436.23,1051200000.0
2000-10-03,1426.46,1098100000.0
2000-10-04,1434.32,1167400000.0
2000-10-05,1436.28,1176100000.0
2000-10-06,1408.99,1150100000.0
2000-10-09,1402.03,716600000.0
2000-10-10,1387.02,1044000000.0
2000-10-11,1364.59,1387500000.0
2000-10-12,1329.78,1388600000.0
2000-10-13,1374.17,1223900000.0
2000-10-16,1374.62,1005400000.0
2000-10-17,1349.97,1161500000.0
2000-10-18,1342.13,1441700000.0
2000-10-19,1388.76,1297900000.0
2000-10-20,1396.93,1177400000.0
2000-10-23,1395.78,1046800000.0
2000-10-24,1398.13,1158600000.0
2000-10-25,1364.9,1315600000.0
2000-10-26,1364.44,1303800000.0
2000-10-27,1379.58,1086300000.0
2000-10-30,1398.66,1186500000.0
2000-10-31,1429.4,1366400000.0
2000-11-01,1421.22,1206800000.0
2000-11-02,1428.32,1167700000.0
2000-11-03,1426.69,997700000.0
2000-11-06,1432.19,930900000.0
2000-11-07,1431.87,880900000.0
2000-11-08,1409.28,909300000.0
2000-11-09,1400.14,1111000000.0
2000-11-10,1365.98,962500000.0
2000-11-13,1351.26,1129300000.0
2000-11-14,1382.95,1118800000.0
2000-11-15,1389.81,1066800000.0
2000-11-16,1372.32,956300000.0
2000-11-17,1367.72,1070400000.0
2000-11-20,1342.62,955800000.0
2000-11-21,1347.35,1137100000.0
2000-11-22,1322.36,963200000.0
2000-11-24,1341.77,404870000.0
2000-11-27,1348.97,946100000.0
2000-11-28,1336.09,1028200000.0
2000-11-29,1341.93,402100000.0
2000-11-30,1314.95,1186530000.0
2000-12-01,1315.23,1195200000.0
2000-12-04,1324.97,1103000000.0
2000-12-05,1376.54,900300000.0
2000-12-06,1351.46,1399300000.0
2000-12-07,1343.55,1128000000.0
2000-12-08,1369.89,1358300000.0
2000-12-11,1380.2,1202400000.0
2000-12-12,1371.18,1083400000.0
2000-12-13,1359.99,1195100000.0
2000-12-14,1340.93,1061300000.0
2000-12-15,1312.15,1561100000.0
2000-12-18,1322.74,1189900000.0
2000-12-19,1305.6,1324900000.0
2000-12-20,1264.74,1421600000.0
2000-12-21,1274.86,1449900000.0
2000-12-22,1305.95,1087100000.0
2000-12-26,1315.19,806500000.0
2000-12-27,1328.92,1092700000.0
2000-12-28,1334.22,1015300000.0
2000-12-29,1320.28,1035500000.0
2001-01-02,1283.27,1129400000.0
2001-01-03,1347.56,1880700000.0
2001-01-04,1333.34,2131000000.0
2001-01-05,1298.35,1430800000.0
2001-01-08,1295.86,1115500000.0
2001-01-09,1300.8,1191300000.0
2001-01-10,1313.27,1296500000.0
2001-01-11,1326.82,1411200000.0
2001-01-12,1318.55,1276000000.0
2001-01-16,1326.65,1205700000.0
2001-01-17,1329.47,1349100000.0
2001-01-18,1347.97,1445000000.0
2001-01-19,1342.54,1407800000.0
2001-01-22,1342.9,1164000000.0
2001-01-23,1360.4,1232600000.0
2001-01-24,1364.3,1309000000.0
2001-01-25,1357.51,1258000000.0
2001-01-26,1354.95,1098000000.0
2001-01-29,1364.17,1053100000.0
2001-01-30,1373.73,1149800000.0
2001-01-31,1366.01,1295300000.0
2001-02-01,1373.47,1118800000.0
2001-02-02,1349.47,1048400000.0
2001-02-05,1354.31,1013000000.0
2001-02-06,1352.26,1059600000.0
2001-02-07,1340.89,1158300000.0
2001-02-08,1332.53,1107200000.0
2001-02-09,1314.76,1075500000.0
2001-02-12,1330.31,1039100000.0
2001-02-13,1318.8,1075200000.0
2001-02-14,1315.92,1150300000.0
2001-02-15,1326.61,1153700000.0
